    Updating crates.io index
85 |     pub matched_groups: Option<usize>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:86:5
   |
86 |     pub error: Option<String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for the crate
   --> autumn-harvest/tests/signal_tests.rs:1:1
    |
  1 | / #![cfg(feature = "db")]
  2 | |
  3 | | use autumn_harvest::models::NewWorkflowExecution;
  4 | | use autumn_harvest::schema::harvest_workflow_executions;
...   |
154 | |     assert_eq!(pending_signals.len(), 1);
155 | | }
    | |_^
    |
    = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest` (test "signal_tests") generated 1 warning
warning: missing documentation for a function
   --> autumn-harvest/benches/replay_bench.rs:169:1
    |
169 | / criterion_group!(
170 | |     benches,
171 | |     bench_replay_1k,
172 | |     bench_replay_10k,
173 | |     bench_span_noop_overhead
174 | | );
    | |_^
    |
    = note: requested on the command line with `-W missing-docs`
    = note: this warning originates in the macro `$crate::criterion_group` which comes from the expansion of the macro `criterion_group` (in Nightly builds, run with -Z macro-backtrace for more info)

warning: `autumn-harvest` (bench "replay_bench") generated 1 warning
warning: `autumn-harvest-plugin` (lib) generated 198 warnings
warning: missing documentation for the crate
   --> autumn-harvest-plugin/tests/outbox_integration.rs:1:1
    |
  1 | / use autumn_harvest_plugin::{
  2 | |     HarvestDbPool, HarvestOutboxConfig, WorkflowStartRequest, drain_w...
  3 | |     enqueue_workflow_start_outbox, flush_workflow_start_outbox,
  4 | | };
...   |
302 | |     .expect("database url should create a pool")
303 | | }
    | |_^
    |
    = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest-plugin` (test "outbox_integration") generated 1 warning
warning: missing documentation for the crate
  --> autumn-harvest-plugin/tests/examples_catalog.rs:1:1
   |
 1 | / use std::fs;
 2 | | use std::path::Path;
 3 | |
 4 | | #[test]
...  |
27 | | }
   | |_^
   |
   = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest-plugin` (test "examples_catalog") generated 1 warning
    Checking standalone-runner v0.3.0 (/app/examples/standalone-runner)
warning: missing documentation for the crate
   --> autumn-harvest-plugin/tests/retirement_check_integration.rs:1:1
    |
  1 | / use std::collections::BTreeMap;
  2 | | use std::sync::Arc;
  3 | |
  4 | | use autumn_harvest::WorkflowEvent;
...   |
627 | |     );
628 | | }
    | |_^
    |
    = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest-plugin` (test "retirement_check_integration") generated 1 warning
warning: missing documentation for the crate
  --> examples/standalone-runner/src/main.rs:1:1
   |
 1 | / #![allow(clippy::missing_errors_doc, clippy::unused_async)]
 2 | |
 3 | | mod activities;
 4 | | mod domain;
...  |
14 | |     server::run().await
15 | | }
   | |_^
   |
   = note: requested on the command line with `-W missing-docs`

warning: `standalone-runner` (bin "standalone-runner" test) generated 1 warning
    Checking billing-autumn-web v0.3.0 (/app/examples/billing-autumn-web)
warning: missing documentation for the crate
   --> autumn-harvest-plugin/tests/shard_health_integration.rs:1:1
    |
  1 | / use std::collections::BTreeMap;
  2 | | use std::sync::Arc;
  3 | | use std::time::Duration;
...   |
847 | |     );
848 | | }
    | |_^
    |
    = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest-plugin` (test "shard_health_integration") generated 1 warning
warning: missing documentation for the crate
  --> examples/billing-autumn-web/src/main.rs:1:1
   |
 1 | / #![allow(clippy::missing_errors_doc, clippy::unused_async)]
 2 | |
 3 | | mod activities;
 4 | | mod dags;
...  |
35 | |         .await;
36 | | }
   | |_^
   |
   = note: requested on the command line with `-W missing-docs`

warning: `billing-autumn-web` (bin "billing-autumn-web") generated 1 warning
warning: missing documentation for the crate
   --> autumn-harvest-plugin/tests/dlq_bulk_integration.rs:1:1
    |
  1 | / use std::collections::BTreeMap;
  2 | |
  3 | | use autumn_harvest::schema::{harvest_dead_letters, harvest_task_queue};
  4 | | use autumn_harvest::shard::ShardedDbPool;
...   |
474 | |     assert!(ids.is_empty(), "no ids expected when nothing matched");
475 | | }
    | |_^
    |
    = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest-plugin` (test "dlq_bulk_integration") generated 1 warning
    Checking quickstart v0.3.0 (/app/examples/quickstart)
warning: missing documentation for the crate
    --> autumn-harvest-plugin/tests/api_scheduler_integration.rs:1:1
     |
   1 | / use std::collections::{BTreeMap, HashMap};
   2 | | use std::pin::Pin;
   3 | | use std::sync::{Arc, Mutex};
   4 | | use std::time::Duration;
...    |
2713 | |     );
2714 | | }
     | |_^
     |
     = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest-plugin` (test "api_scheduler_integration") generated 1 warning
warning: missing documentation for the crate
   --> autumn-harvest-plugin/tests/contract_regression.rs:1:1
    |
  1 | / /// Contract regression tests for the Harvest management API.
  2 | | ///
  3 | | /// These tests enforce that `docs/api-contract.json` stays in sync with
  4 | | /// the routes registered in `harvest_api_router`.  If you add, remov...
...   |
437 | | }
    | |_^
    |
    = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest-plugin` (test "contract_regression") generated 1 warning
warning: missing documentation for the crate
   --> autumn-harvest-plugin/tests/security.rs:1:1
    |
  1 | / use autumn_harvest_plugin::api::{HarvestApiState, harvest_api_router};
  2 | | use autumn_web::AppState;
  3 | | use autumn_web::auth::RequireAuth;
  4 | | use autumn_web::reexports::axum::body::Body;
...   |
612 | |     assert_eq!(res.status(), StatusCode::UNAUTHORIZED);
613 | | }
    | |_^
    |
    = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest-plugin` (test "security") generated 1 warning
warning: `standalone-runner` (bin "standalone-runner") generated 1 warning (1 duplicate)
warning: missing documentation for the crate
   --> autumn-harvest-plugin/tests/history_export_integration.rs:1:1
    |
  1 | / use std::collections::BTreeMap;
  2 | | use std::future::Future;
  3 | | use std::pin::Pin;
  4 | | use std::sync::Arc;
...   |
557 | |     assert_eq!(exported_ids, vec![exec_id.to_string()]);
558 | | }
    | |_^
    |
    = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest-plugin` (test "history_export_integration") generated 1 warning
warning: `billing-autumn-web` (bin "billing-autumn-web" test) generated 1 warning (1 duplicate)
warning: missing documentation for the crate
   --> autumn-harvest-plugin/tests/preflight_integration.rs:1:1
    |
  1 | / use std::collections::BTreeMap;
  2 | | use std::sync::Arc;
  3 | | use std::time::Duration;
...   |
911 | |     );
912 | | }
    | |_^
    |
    = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest-plugin` (test "preflight_integration") generated 1 warning
warning: missing documentation for the crate
   --> autumn-harvest-plugin/tests/version_usage_integration.rs:1:1
    |
  1 | / use std::collections::BTreeMap;
  2 | | use std::sync::Arc;
  3 | |
  4 | | use autumn_harvest::WorkflowEvent;
...   |
371 | |     assert_eq!(body["shards"][1]["status"], "inspected");
372 | | }
    | |_^
    |
    = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest-plugin` (test "version_usage_integration") generated 1 warning
warning: missing documentation for the crate
  --> autumn-harvest/tests/macros_collect.rs:1:1
   |
 1 | / #![allow(clippy::unused_async, clippy::used_underscore_binding)]
 2 | |
 3 | | use autumn_harvest::prelude::*;
...  |
32 | |     assert_eq!(acts[0].name, "act_a");
33 | | }
   | |_^
   |
   = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest` (test "macros_collect") generated 1 warning
warning: missing documentation for a function
  --> autumn-harvest/examples/long_running.rs:17:1
   |
17 | / pub async fn poll_customer_exports(
18 | |     ctx: &WorkflowContext,
19 | |     mut state: Value,
20 | | ) -> HarvestResult<Value> {
   | |_________________________^
   |
   = note: requested on the command line with `-W missing-docs`

warning: missing documentation for a function
  --> autumn-harvest/examples/long_running.rs:62:1
   |
62 | / pub async fn poll_customer_export_page(
63 | |     _ctx: &ActivityContext,
64 | |     input: Value,
65 | | ) -> HarvestResult<Value> {
   | |_________________________^

warning: `autumn-harvest` (example "long_running") generated 2 warnings
warning: missing documentation for the crate
   --> autumn-harvest/tests/dag_builder.rs:1:1
    |
  1 | / #![allow(clippy::unused_async)]
  2 | |
  3 | | use std::time::Duration;
...   |
113 | |     assert_eq!(builder.dag_count(), 1);
114 | | }
    | |_^
    |
    = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest` (test "dag_builder") generated 1 warning
warning: missing documentation for the crate
  --> autumn-harvest/tests/security.rs:1:1
   |
 1 | / #![cfg(feature = "db")]
 2 | |
 3 | | use autumn_harvest::error::HarvestError;
 4 | | use autumn_harvest::event::WorkflowEvent;
...  |
24 | |     assert!(matches!(error, HarvestError::Database(message) if message...
25 | | }
   | |_^
   |
   = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest` (test "security") generated 1 warning
warning: missing documentation for the crate
   --> autumn-harvest/tests/saga_tests.rs:1:1
    |
  1 | / use std::sync::{Arc, Mutex};
  2 | |
  3 | | use autumn_harvest::{ExecutionId, HarvestError, Saga, WorkflowContext...
  4 | | use chrono::Utc;
...   |
327 | |     assert_eq!(saga.context().version("test", 1, 1), 1);
328 | | }
    | |_^
    |
    = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest` (test "saga_tests") generated 1 warning
warning: `autumn-harvest` (lib test) generated 180 warnings (180 duplicates)
warning: `autumn-harvest-plugin` (lib test) generated 198 warnings (198 duplicates)
    Finished `dev` profile [unoptimized + debuginfo] target(s) in 2m 59s
